occ_code,sal2005
00-0000,         29430
11-0000,         77630
11-1011,        142440
11-1021,         81480
11-1031,         15740
11-2011,         68860
11-2021,         92680
11-2022,         87580
11-2031,         76450
11-3011,         64020
11-3021,         96520
11-3031,         86280
11-3041,         69130
11-3042,         74180
11-3049,         84190
11-3051,         75580
11-3061,         76270
11-3071,         69120
11-9011,         51160
11-9012,         34140
11-9021,         72260
11-9031,         37010
11-9032,         75400
11-9033,         70350
11-9039,         64180
11-9041,        100760
11-9051,         41340
11-9061,         47630
11-9071,         59940
11-9081,         40610
11-9111,         69700
11-9121,         93090
11-9131,         52710
11-9141,         41900
11-9151,         49500
11-9199,         79170
13-0000,         51760
13-1011,         53800
13-1021,         46680
13-1022,         42870
13-1023,         49030
13-1031,         46190
13-1032,         48090
13-1041,         49360
13-1051,         52020
13-1061,         45980
13-1071,         41780
13-1072,         48870
13-1073,         45870
13-1079,         48440
13-1081,         60110
13-1111,         66380
13-1121,         41280
13-1199,         54550
13-2011,         52210
13-2021,         43440
13-2031,         58910
13-2041,         50370
13-2051,         63860
13-2052,         63500
13-2053,         51270
13-2061,         63090
13-2071,         35680
13-2072,         49440
13-2081,         44210
13-2082,         25700
13-2099,         51260
15-0000,         63940
15-1011,         91230
15-1021,         63420
15-1031,         77090
15-1032,         82120
15-1041,         40610
15-1051,         68300
15-1061,         63250
15-1071,         59930
15-1081,         61750
15-1099,         59420
15-2011,         81640
15-2021,         80920
15-2031,         62180
15-2041,         62450
15-2091,         36470
15-2099,         61860
17-0000,         60200
17-1011,         62850
17-1012,         54220
17-1021,         48250
17-1022,         45860
17-2011,         84090
17-2021,         64890
17-2031,         71840
17-2041,         77140
17-2051,         66190
17-2061,         84420
17-2071,         73510
17-2072,         78030
17-2081,         68090
17-2111,         65210
17-2112,         66670
17-2121,         72920
17-2131,         69660
17-2141,         67590
17-2151,         70070
17-2161,         88290
17-2171,         93000
17-2199,         77150
17-3011,         40390
17-3012,         45550
17-3013,         43350
17-3019,         42310
17-3021,         52450
17-3022,         39210
17-3023,         48040
17-3024,         43880
17-3025,         39810
17-3026,         45280
17-3027,         44830
17-3029,         52530
17-3031,         31290
19-0000,         51540
19-1011,         43170
19-1012,         51440
19-1013,         54530
19-1021,         71000
19-1022,         56870
19-1023,         52050
19-1029,         60190
19-1031,         53350
19-1032,         48670
19-1041,         52170
19-1042,         61730
19-1099,         56370
19-2011,        104670
19-2012,         89810
19-2021,         73940
19-2031,         57890
19-2032,         71450
19-2041,         52630
19-2042,         71640
19-2043,         63820
19-2099,         83300
19-3011,         73690
19-3021,         57300
19-3022,         31140
19-3031,         57170
19-3032,         84690
19-3039,         74260
19-3041,         52760
19-3051,         55170
19-3091,         45910
19-3092,         63550
19-3093,         44400
19-3094,         84100
19-3099,         62650
19-4011,         31360
19-4021,         34270
19-4031,         38500
19-4041,         43750
19-4051,         61120
19-4061,         33950
19-4091,         36260
19-4092,         44590
19-4093,         28540
19-4099,         40030
21-0000,         34360
21-1011,         32580
21-1012,         46440
21-1013,         42300
21-1014,         34010
21-1015,         28330
21-1019,         37250
21-1021,         35350
21-1022,         41120
21-1023,         34410
21-1029,         41300
21-1091,         39730
21-1092,         40210
21-1093,         25030
21-1099,         32920
21-2011,         38540
21-2021,         32540
21-2099,         23780
23-0000,         62890
23-1011,         98930
23-1021,         70680
23-1022,         54360
23-1023,         97570
23-2011,         41170
23-2091,         41640
23-2092,         35620
23-2093,         35120
23-2099,         43800
25-0000,         39600
25-1011,         59210
25-1021,         54270
25-1022,         53820
25-1031,         62270
25-1032,         74540
25-1041,         71330
25-1042,         63570
25-1043,         64870
25-1051,         65720
25-1052,         58060
25-1053,         60880
25-1054,         65880
25-1061,         60710
25-1062,         55610
25-1063,         68910
25-1064,         57870
25-1065,         59850
25-1066,         56370
25-1067,         54320
25-1069,         60040
25-1071,         70890
25-1072,         53160
25-1081,         50380
25-1082,         53810
25-1111,         49240
25-1112,         89790
25-1113,         52660
25-1121,         51240
25-1122,         50890
25-1123,         49480
25-1124,         49570
25-1125,         54780
25-1126,         53210
25-1191,         27340
25-1192,         48720
25-1193,         45890
25-1194,         41750
25-1199,         61410
25-2011,         21990
25-2012,         42230
25-2021,         44040
25-2022,         44640
25-2023,         43820
25-2031,         46060
25-2032,         47090
25-2041,         44630
25-2042,         45490
25-2043,         46820
25-3011,         41270
25-3021,         32360
25-3099,         27130
25-4011,         37420
25-4012,         45240
25-4013,         34090
25-4021,         47400
25-4031,         25650
25-9011,         40260
25-9021,         41890
25-9031,         50430
25-9041,         20090
25-9099,         29880
27-0000,         36830
27-1011,         63950
27-1012,         22430
27-1013,         41280
27-1014,         50290
27-1019,         31230
27-1021,         52200
27-1022,         60860
27-1023,         21060
27-1024,         38390
27-1025,         41350
27-1026,         22590
27-1027,         37390
27-1029,         43600
27-2011,*
27-2012,         53860
27-2021,         39930
27-2022,         25990
27-2023,         21610
27-2031,*
27-2032,         32950
27-2041,         34810
27-2042,*
27-2099,*
27-3011,         24120
27-3012,         23290
27-3021,         42810
27-3022,         32270
27-3031,         45020
27-3041,         45510
27-3042,         55160
27-3043,         46420
27-3091,         34800
27-3099,         41890
27-4011,         32940
27-4012,         30410
27-4013,         36230
27-4014,         38390
27-4021,         26100
27-4031,         41610
27-4032,         46930
27-4099,         47740
29-0000,         49570
29-1011,         67200
29-1021,        125300
29-1022,#
29-1023,#
29-1024,#
29-1029,         94600
29-1031,         44940
29-1041,         88040
29-1051,         89820
29-1061,#
29-1062,        140400
29-1063,#
29-1064,#
29-1065,        136600
29-1066,#
29-1067,#
29-1069,        143480
29-1071,         72030
29-1081,        100550
29-1111,         54670
29-1121,         53490
29-1122,         56860
29-1123,         63080
29-1124,         62340
29-1125,         33480
29-1126,         45140
29-1127,         54880
29-1129,         42070
29-1131,         68910
29-1199,         57480
29-2011,         47710
29-2012,         31700
29-2021,         60890
29-2031,         40420
29-2032,         54370
29-2033,         59670
29-2034,         45950
29-2041,         26080
29-2051,         23470
29-2052,         24390
29-2053,         26770
29-2054,         38200
29-2055,         34830
29-2056,         25670
29-2061,         35230
29-2071,         26690
29-2081,         29000
29-2091,         53760
29-2099,         34300
29-9011,         53710
29-9012,         43150
29-9091,         34260
29-9099,         33520
31-0000,         22140
31-1011,         18800
31-1012,         21440
31-1013,         22920
31-2011,         39750
31-2012,         24310
31-2021,         39490
31-2022,         21510
31-9011,         32890
31-9091,         29520
31-9092,         25350
31-9093,         24880
31-9094,         29080
31-9095,         18900
31-9096,         19610
31-9099,         26020
33-0000,         31200
33-1011,         48570
33-1012,         65570
33-1021,         60840
33-1099,         41150
33-2011,         39090
33-2021,         47090
33-2022,         34270
33-3011,         33800
33-3012,         34090
33-3021,         55790
33-3031,         42850
33-3041,         29070
33-3051,         46290
33-3052,         48850
33-9011,         26780
33-9021,         32650
33-9031,         25870
33-9032,         20760
33-9091,         20050
33-9092,         16910
33-9099,         30720
35-0000,         16070
35-1011,         32330
35-1012,         26050
35-2011,         15080
35-2012,         19640
35-2013,         20820
35-2014,         19840
35-2015,         17230
35-2019,         21800
35-2021,         17040
35-3011,         15850
35-3021,         14790
35-3022,         15820
35-3031,         14200
35-3041,         17210
35-9011,         15040
35-9021,         15490
35-9031,         15840
35-9099,         17440
37-0000,         19760
37-1011,         30330
37-1012,         36320
37-2011,         19390
37-2012,         17080
37-2019,         23400
37-2021,         27170
37-3011,         20670
37-3012,         26120
37-3013,         27920
37-3019,         20890
39-0000,         18490
39-1011,         40300
39-1012,         22120
39-1021,         31390
39-2011,         24800
39-2021,         17720
39-3011,         14260
39-3012,         18440
39-3019,         21560
39-3021,         16780
39-3031,         15400
39-3091,         15920
39-3092,         25360
39-3093,         17940
39-4011,         36960
39-4021,         19720
39-5011,         21760
39-5012,         20610
39-5091,         23480
39-5092,         18280
39-5093,         15570
39-5094,         23340
39-6011,         17590
39-6012,         23510
39-6021,         19990
39-6022,         29240
39-6031,***
39-6032,         19290
39-9011,         17050
39-9021,         17340
39-9031,         25840
39-9032,         20110
39-9041,         21850
39-9099,         18520
41-0000,         22140
41-1011,         32840
41-1012,         61970
41-2011,         16260
41-2012,         20050
41-2021,         18970
41-2022,         26450
41-2031,         19140
41-3011,         41770
41-3021,         42340
41-3031,         67130
41-3041,         28670
41-3099,         46790
41-4011,         60760
41-4012,         47380
41-9011,         20730
41-9012,         22700
41-9021,         57190
41-9022,         39240
41-9031,         74200
41-9041,         20360
41-9091,         20450
41-9099,         32800
43-0000,         27240
43-1011,         42400
43-2011,         22060
43-2021,         31380
43-2099,         32540
43-3011,         28160
43-3021,         27780
43-3031,         29490
43-3041,         22380
43-3051,         31360
43-3061,         32210
43-3071,         21300
43-4011,         35450
43-4021,         28420
43-4031,         29320
43-4041,         29330
43-4051,         27490
43-4061,         33740
43-4071,         21430
43-4081,         17810
43-4111,         25110
43-4121,         21140
43-4131,         30200
43-4141,         27420
43-4151,         25570
43-4161,         32730
43-4171,         22150
43-4181,         28120
43-4199,         33610
43-5011,         35860
43-5021,         20870
43-5031,         30060
43-5032,         31390
43-5041,         29310
43-5051,         48310
43-5052,         46330
43-5053,         43420
43-5061,         37590
43-5071,         25180
43-5081,         20100
43-5111,         25310
43-6011,         35960
43-6012,         37750
43-6013,         27320
43-6014,         26670
43-9011,         32070
43-9021,         23810
43-9022,         29020
43-9031,         32800
43-9041,         30130
43-9051,         22870
43-9061,         23070
43-9071,         23990
43-9081,         25590
43-9111,         28950
43-9199,         26040
45-0000,         17490
45-1011,         36030
45-1012,         19810
45-2011,         32840
45-2021,         26820
45-2041,         16770
45-2091,         19460
45-2092,         16450
45-2093,         18220
45-2099,         22060
45-3011,         25130
45-4011,         19680
45-4021,         28360
45-4022,         28920
45-4023,         27680
45-4029,         31690
47-0000,         34650
47-1011,         51970
47-2011,         48050
47-2021,         41860
47-2022,         34640
47-2031,         35580
47-2041,         33550
47-2042,         33010
47-2043,         27340
47-2044,         36530
47-2051,         32030
47-2053,         32030
47-2061,         25410
47-2071,         30320
47-2072,         48900
47-2073,         35830
47-2081,         34740
47-2082,         39870
47-2111,         42790
47-2121,         33530
47-2131,         31360
47-2132,         35510
47-2141,         30800
47-2142,         33450
47-2151,         28760
47-2152,         42160
47-2161,         33440
47-2171,         34910
47-2181,         31230
47-2211,         36390
47-2221,         40580
47-3011,         24600
47-3012,         21990
47-3013,         23240
47-3014,         20560
47-3015,         22820
47-3016,         20740
47-3019,         21630
47-4011,         44720
47-4021,         59190
47-4031,         24930
47-4041,         33690
47-4051,         30250
47-4061,         39990
47-4071,         30440
47-4091,         25000
47-4099,         29860
47-5011,         33880
47-5012,         37490
47-5013,         30670
47-5021,         33770
47-5031,         38780
47-5041,         39100
47-5042,         38770
47-5049,         36120
47-5051,         27260
47-5061,         39340
47-5071,         24880
47-5081,         27430
47-5099,         34010
49-0000,         35870
49-1011,         51980
49-2011,         36060
49-2021,         37960
49-2022,         50620
49-2091,         46630
49-2092,         33460
49-2093,         41490
49-2094,         44120
49-2095,         54970
49-2096,         27440
49-2097,         28940
49-2098,         33720
49-3011,         47310
49-3021,         34810
49-3022,         29500
49-3023,         33050
49-3031,         36620
49-3041,         28730
49-3042,         39410
49-3043,         42530
49-3051,         32780
49-3052,         29450
49-3053,         25810
49-3091,         20910
49-3092,         30480
49-3093,         20960
49-9011,         30310
49-9012,         44120
49-9021,         37040
49-9031,         32980
49-9041,         39740
49-9042,         31210
49-9043,         33650
49-9044,         44780
49-9045,         40240
49-9051,         50150
49-9052,         42410
49-9061,         34900
49-9062,         39570
49-9063,         28560
49-9064,         31640
49-9069,         44460
49-9091,         28200
49-9092,         37960
49-9093,         34880
49-9094,         30880
49-9095,         23070
49-9096,         37010
49-9097,         49200
49-9098,         21230
49-9099,         34090
51-0000,         26850
51-1011,         46140
51-2011,         43990
51-2021,         25630
51-2022,         25130
51-2023,         26980
51-2031,         34770
51-2041,         30290
51-2091,         25230
51-2092,         24120
51-2093,         28160
51-2099,         26250
51-3011,         21520
51-3021,         26590
51-3022,         19830
51-3023,         21220
51-3091,         23230
51-3092,         22510
51-3093,         21390
51-4011,         31010
51-4012,         41830
51-4021,         28000
51-4022,         28970
51-4023,         30480
51-4031,         25980
51-4032,         28800
51-4033,         27740
51-4034,         31750
51-4035,         31460
51-4041,         34350
51-4051,         32920
51-4052,         29160
51-4061,         44970
51-4062,         34460
51-4071,         29010
51-4072,         25060
51-4081,         29780
51-4111,         43580
51-4121,         30990
51-4122,         30430
51-4191,         30300
51-4192,         33350
51-4193,         26740
51-4194,         31310
51-4199,         35480
51-5011,         25050
51-5012,         29200
51-5021,         31920
51-5022,         32840
51-5023,         30730
51-6011,         17440
51-6021,         17570
51-6031,         18340
51-6041,         20010
51-6042,         20600
51-6051,         19770
51-6052,         22770
51-6061,         22460
51-6062,         21430
51-6063,         23710
51-6064,         22960
51-6091,         28750
51-6092,         31340
51-6093,         26710
51-6099,         22900
51-7011,         26020
51-7021,         24600
51-7031,         27990
51-7032,         28660
51-7041,         23200
51-7042,         23400
51-7099,         21210
51-8011,         66230
51-8012,         59160
51-8013,         53170
51-8021,         44600
51-8031,         34930
51-8091,         46710
51-8092,         51920
51-8093,         51060
51-8099,         44850
51-9011,         39030
51-9012,         34650
51-9021,         27470
51-9022,         23450
51-9023,         28890
51-9031,         21840
51-9032,         27570
51-9041,         27790
51-9051,         30400
51-9061,         29200
51-9071,         29430
51-9081,         32240
51-9082,         29080
51-9083,         24740
51-9111,         22930
51-9121,         26670
51-9122,         34840
51-9123,         22640
51-9131,         21870
51-9132,         19250
51-9141,         31030
51-9191,         24490
51-9192,         22770
51-9193,         23150
51-9194,         25050
51-9195,         23700
51-9196,         31160
51-9197,         36770
51-9198,         20390
51-9199,         23630
53-0000,         24750
53-1011,         34900
53-1021,         39000
53-1031,         47530
53-2011,***
53-2012,         55810
53-2021,        107590
53-2022,         37330
53-3011,         18790
53-3021,         31010
53-3022,         24070
53-3031,         20120
53-3032,         34280
53-3033,         24790
53-3041,         19980
53-3099,         22280
53-4011,         55520
53-4012,         38790
53-4013,         38020
53-4021,         49700
53-4031,         54040
53-4041,         47500
53-4099,         38990
53-5011,         29360
53-5021,         50940
53-5022,         34280
53-5031,         52780
