occ_code,sal2009
19-3092,         71470
19-3093,         51050
19-3094,        104090
19-3099,         69860
19-4011,         34410
19-4021,         38700
19-4031,         42070
19-4041,         53240
19-4051,         67340
19-4061,         37500
19-4091,         40790
19-4092,         51480
19-4093,         32860
19-4099,         42110
21-0000,         38970
21-1011,         37700
21-1012,         52550
21-1013,         46920
21-1014,         38010
21-1015,         31210
21-1019,         41320
21-1021,         39960
21-1022,         46300
21-1023,         38200
21-1029,         49420
21-1091,         44340
21-1092,         46530
21-1093,         27940
21-1099,         37580
21-2011,         42950
21-2021,         36190
21-2099,         29410
23-0000,         74030
23-1011,        113240
23-1021,         83920
23-1022,         52770
23-1023,        112830
23-2011,         46980
23-2091,         47810
23-2092,         38390
23-2093,         38770
23-2099,         52070
25-0000,         45210
25-1011,         73320
25-1021,         68580
25-1022,         63640
25-1031,         73550
25-1032,         85830
25-1041,         77210
25-1042,         73980
25-1043,         66930
25-1051,         78660
25-1052,         68760
25-1053,         65540
25-1054,         75060
25-1061,         69520
25-1062,         65030
25-1063,         81170
25-1064,         65420
25-1065,         68790
25-1066,         65760
25-1067,         64430
25-1069,         69080
25-1071,         84840
25-1072,         61360
25-1081,         58300
25-1082,         60650
25-1111,         57500
25-1112,         99040
25-1113,         61010
25-1121,         60400
25-1122,         58890
25-1123,         58870
25-1124,         56740
25-1125,         63490
25-1126,         61240
25-1191,         31540
25-1192,         64470
25-1193,         55370
25-1194,         47950
25-1199,         64680
25-2011,         24540
25-2012,         47830
25-2021,         50510
25-2022,         50770
25-2023,         49320
25-2031,         52200
25-2032,         52550
25-2041,         50950
25-2042,         51970
25-2043,         52900
25-3011,         45920
25-3021,         36440
25-3099,         31540
25-4011,         46470
25-4012,         47930
25-4013,         37120
25-4021,         53710
25-4031,         29570
25-9011,         43880
25-9021,         44180
25-9031,         58780
25-9041,         22820
25-9099,         36300
27-0000,         42450
27-1011,         78580
27-1012,         28960
27-1013,         44160
27-1014,         58250
27-1019,         53110
27-1021,         58060
27-1022,         64260
27-1023,         23530
27-1024,         43180
27-1025,         46180
27-1026,         25970
27-1027,         45400
27-1029,         44020
27-2011,*
27-2012,         66720
27-2021,         40210
27-2022,         28380
27-2023,         22880
27-2031,*
27-2032,         37860
27-2041,         45090
27-2042,*
27-2099,*
27-3011,         27520
27-3012,         27210
27-3021,         50400
27-3022,         34360
27-3031,         51960
27-3041,         50800
27-3042,         62730
27-3043,         53900
27-3091,         40860
27-3099,         42680
27-4011,         39100
27-4012,         32960
27-4013,         43040
27-4014,         46370
27-4021,         29770
27-4031,         42940
27-4032,         50790
27-4099,         57490
29-0000,         57690
29-1011,         67650
29-1021,        142090
29-1022,#
29-1023,#
29-1024,        111110
29-1029,        153290
29-1031,         52150
29-1041,         96140
29-1051,        109180
29-1061,#
29-1062,        160530
29-1063,#
29-1064,#
29-1065,        152240
29-1066,        160230
29-1067,#
29-1069,#
29-1071,         84420
29-1081,        116250
29-1111,         63750
29-1121,         63230
29-1122,         69630
29-1123,         74480
29-1124,         74170
29-1125,         39440
29-1126,         53330
29-1127,         65090
29-1129,         51370
29-1131,         80510
29-1199,         65220
29-2011,         55140
29-2012,         36030
29-2021,         67340
29-2031,         48300
29-2032,         63010
29-2033,         67910
29-2034,         53240
29-2041,         30000
29-2051,         26990
29-2052,         28070
29-2053,         28140
29-2054,         44700
29-2055,         39400
29-2056,         29280
29-2061,         39820
29-2071,         31290
29-2081,         32740
29-2091,         62070
29-2099,         38490
29-9011,         63230
29-9012,         44830
29-9091,         41340
29-9099,         44670
31-0000,         24720
31-1011,         20480
31-1012,         24040
31-1013,         25650
31-2011,         50250
31-2012,         25730
31-2021,         48290
31-2022,         23890
31-9011,         35230
31-9091,         33230
31-9092,         28650
31-9093,         28970
31-9094,         32600
31-9095,         20800
31-9096,         21700
31-9099,         29930
33-0000,         36170
33-1011,         57690
33-1012,         76500
33-1021,         68250
33-1099,         44480
33-2011,         45050
33-2021,         53720
33-2022,         32940
33-3011,         37950
33-3012,         39050
33-3021,         62110
33-3031,         48800
33-3041,         34810
33-3051,         53210
33-3052,         50940
33-9011,         31550
33-9021,         42110
33-9031,         30220
33-9032,         23820
33-9091,         23390
33-9092,         18700
33-9099,         29420
35-0000,         18490
35-1011,         40090
35-1012,         29470
35-2011,         17720
35-2012,         22620
35-2013,         24700
35-2014,         22170
35-2015,         19520
35-2019,         22850
35-2021,         19020
35-3011,         18350
35-3021,         17220
35-3022,         18180
35-3031,         17690
35-3041,         19590
35-9011,         17700
35-9021,         17770
35-9031,         18110
35-9099,         19830
37-0000,         22350
37-1011,         34810
37-1012,         40950
37-2011,         21970
37-2012,         19250
37-2019,         27370
37-2021,         30410
37-3011,         23480
37-3012,         29930
37-3013,         30310
37-3019,         23890
39-0000,         20770
39-1011,         47950
39-1012,         25900
39-1021,         35330
39-2011,         26930
39-2021,         19550
39-3011,         17030
39-3012,         20350
39-3019,         23860
39-3021,         20420
39-3031,         18050
39-3091,         18120
39-3092,         26210
39-3093,         19750
39-3099,         19150
39-4011,         40620
39-4021,         22530
39-5011,         24160
39-5012,         23330
39-5091,         31450
39-5092,         19710
39-5093,         17900
39-5094,         28580
39-6011,         20060
39-6012,         27270
39-6021,         23750
39-6022,         31300
39-6031,         40010
39-6032,         20580
39-9011,         19240
39-9021,         19680
39-9031,         30670
39-9032,         22280
39-9041,         24160
39-9099,         20160
41-0000,         23940
41-1011,         34900
41-1012,         67470
41-2011,         17820
41-2012,         22090
41-2021,         21300
41-2022,         28130
41-2031,         20260
41-3011,         43360
41-3021,         45500
41-3031,         66930
41-3041,         30790
41-3099,         49410
41-4011,         71340
41-4012,         50920
41-9011,         22510
41-9012,         27330
41-9021,         55740
41-9022,         40100
41-9031,         83190
41-9041,         21810
41-9091,         21300
41-9099,         35160
43-0000,         30410
43-1011,         46910
43-2011,         24820
43-2021,         30570
43-2099,         37700
43-3011,         30940
43-3021,         31720
43-3031,         33450
43-3041,         25130
43-3051,         36000
43-3061,         36110
43-3071,         23980
43-4011,         40180
43-4021,         31940
43-4031,         33520
43-4041,         31950
43-4051,         30290
43-4061,         40180
43-4071,         24730
43-4081,         19820
43-4111,         28660
43-4121,         22980
43-4131,         33350
43-4141,         30640
43-4151,         28510
43-4161,         36650
43-4171,         25070
43-4181,         31250
43-4199,         35550
43-5011,         36960
43-5021,         23770
43-5031,         34790
43-5032,         34480
43-5041,         34490
43-5051,         52530
43-5052,         52200
43-5053,         52520
43-5061,         41560
43-5071,         28250
43-5081,         20960
43-5111,         27310
43-6011,         41650
43-6012,         41080
43-6013,         30190
43-6014,         29980
43-9011,         36110
43-9021,         27150
43-9022,         32590
43-9031,         36470
43-9041,         34040
43-9051,         25700
43-9061,         26140
43-9071,         26610
43-9081,         30700
43-9111,         35920
43-9199,         29720
45-0000,         19610
45-1011,         40500
45-1012,         30400
45-2011,         41500
45-2021,         29680
45-2041,         19010
45-2091,         23460
45-2092,         18540
45-2093,         21670
45-2099,         25610
45-3011,         23600
45-4011,         25580
45-4021,         32220
45-4022,         31840
45-4023,         33700
45-4029,         34440
47-0000,         38770
47-1011,         58330
47-2011,         56100
47-2021,         46740
47-2022,         36780
47-2031,         39470
47-2041,         37230
47-2042,         36060
47-2043,         32770
47-2044,         39170
47-2051,         35440
47-2053,         38230
47-2061,         29150
47-2071,         34030
47-2072,         46270
47-2073,         39770
47-2081,         37190
47-2082,         44460
47-2111,         47180
47-2121,         35590
47-2131,         32550
47-2132,         37040
47-2141,         33720
47-2142,         37440
47-2151,         33530
47-2152,         46320
47-2161,         37770
47-2171,         39460
47-2181,         33970
47-2211,         40640
47-2221,         44500
47-3011,         27650
47-3012,         25860
47-3013,         26760
47-3014,         23310
47-3015,         26850
47-3016,         23600
47-3019,         25310
47-4011,         51530
47-4021,         69050
47-4031,         28010
47-4041,         37280
47-4051,         34250
47-4061,         45630
47-4071,         33350
47-4091,         27720
47-4099,         33980
47-5011,         42970
47-5012,         53020
47-5013,         38460
47-5021,         39140
47-5031,         42460
47-5041,         46920
47-5042,         43010
47-5049,         43430
47-5051,         29040
47-5061,         47420
47-5071,         31840
47-5081,         34570
47-5099,         39870
49-0000,         39600
49-1011,         58610
49-2011,         37620
49-2021,         41060
49-2022,         55560
49-2091,         50570
49-2092,         36280
49-2093,         45830
49-2094,         50730
49-2095,         62270
49-2096,         28060
49-2097,         32320
49-2098,         37710
49-3011,         52810
49-3021,         37980
49-3022,         33090
49-3023,         35420
49-3031,         40250
49-3041,         32970
49-3042,         44120
49-3043,         46460
49-3051,         35430
49-3052,         31820
49-3053,         29280
49-3091,         23470
49-3092,         32150
49-3093,         23120
49-9011,         34620
49-9012,         47240
49-9021,         41100
49-9031,         34200
49-9041,         44470
49-9042,         34620
49-9043,         37760
49-9044,         48130
49-9045,         41530
49-9051,         56670
49-9052,         49110
49-9061,         35420
49-9062,         42300
49-9063,         32800
49-9064,         37680
49-9069,         50140
49-9091,         30460
49-9092,         52540
49-9093,         28090
49-9094,         35780
49-9095,         28730
49-9096,         42360
49-9097,         51530
49-9098,         24150
49-9099,         35520
51-0000,         29970
51-1011,         52060
51-2011,         45470
51-2021,         28030
51-2022,         28640
51-2023,         30680
51-2031,         34490
51-2041,         33890
51-2091,         28390
51-2092,         26820
51-2093,         28070
51-2099,         27860
51-3011,         23630
51-3021,         28850
51-3022,         22130
51-3023,         23490
51-3091,         27270
51-3092,         24290
51-3093,         23100
51-4011,         34460
51-4012,         46010
51-4021,         31080
51-4022,         32490
51-4023,         35410
51-4031,         29160
51-4032,         31470
51-4033,         30270
51-4034,         33880
51-4035,         34720
51-4041,         37650
51-4051,         37900
51-4052,         33780
51-4061,         41220
51-4062,         36470
51-4071,         29980
51-4072,         27880
51-4081,         31220
51-4111,         46900
51-4121,         34750
51-4122,         32750
51-4191,         32660
51-4192,         36960
51-4193,         28590
51-4194,         33280
51-4199,         32150
51-5011,         28190
51-5012,         30630
51-5021,         34440
51-5022,         35810
51-5023,         32970
51-6011,         19310
51-6021,         19370
51-6031,         20260
51-6041,         23210
51-6042,         26390
51-6051,         23030
51-6052,         26640
51-6061,         23340
51-6062,         23600
51-6063,         25650
51-6064,         25160
51-6091,         31450
51-6092,         39010
51-6093,         29990
51-6099,         25460
51-7011,         29570
51-7021,         27590
51-7031,         30610
51-7032,         32190
51-7041,         26010
51-7042,         25470
51-7099,         23770
51-8011,         72650
51-8012,         66990
51-8013,         60400
51-8021,         51370
51-8031,         39850
51-8091,         54270
51-8092,         56190
51-8093,         56930
51-8099,         49760
51-9011,         45140
51-9012,         37530
51-9021,         31490
51-9022,         26580
51-9023,         32090
51-9031,         24220
51-9032,         29600
51-9041,         29860
51-9051,         33270
51-9061,         32330
51-9071,         34060
51-9081,         34820
51-9082,         35010
51-9083,         28220
51-9111,         25130
51-9121,         29240
51-9122,         38230
51-9123,         23790
51-9131,         26480
51-9132,         20160
51-9141,         31570
51-9191,         28890
51-9192,         24680
51-9193,         26520
51-9194,         27770
51-9195,         28470
51-9196,         34120
51-9197,         39420
51-9198,         22370
51-9199,         27730
53-0000,         28010
53-1011,         42490
53-1021,         42940
53-1031,         52240
53-2011,        106240
53-2012,         65840
53-2021,        109850
53-2022,         41800
53-3011,         22180
53-3021,         34180
53-3022,         27400
53-3031,         22740
53-3032,         37730
53-3033,         28330
53-3041,         21960
53-3099,         26130
53-4011,         47870
53-4012,         47060
53-4013,         33320
53-4021,         48030
53-4031,         53940
53-4041,         56390
53-4099,         43520
53-5011,         35810
53-5021,         64240
53-5022,         33210
53-5031,         63630
53-6011,         42380
53-6021,         19200
53-6031,         19290
53-6041,         41330
53-6051,         56290
53-6099,         32000
53-7011,         28960
53-7021,         44140
53-7031,         34590
53-7032,         35930
53-7033,         44420
53-7041,         37220
53-7051,         29550
53-7061,         19690
53-7062,         23110
53-7063,         26290
53-7064,         19470
53-7071,         48870
53-7072,         39460
53-7073,         38430
53-7081,         32070
53-7111,         45560
53-7121,         39020
53-7199,         32020
