OCC_CODE,sal13
25-9041,24000
25-9090,36700
25-9099,36700
27-0000,44610
27-1000,43090
27-1010,64840
27-1011,83000
27-1012,30400
27-1013,42610
27-1014,64470
27-1019,53720
27-1020,39910
27-1021,62370
27-1022,63760
27-1023,24220
27-1024,44830
27-1025,48500
27-1026,27470
27-1027,50000
27-1029,47020
27-2000,39450
27-2010,63400
27-2011,*
27-2012,69480
27-2020,29360
27-2021,39050
27-2022,29150
27-2023,23900
27-2030,35140
27-2031,*
27-2032,44130
27-2040,*
27-2041,48330
27-2042,*
27-2090,*
27-2099,*
27-3000,51400
27-3010,28310
27-3011,29020
27-3012,24990
27-3020,36840
27-3021,60470
27-3022,35600
27-3030,54940
27-3031,54940
27-3040,58700
27-3041,54150
27-3042,67900
27-3043,57750
27-3090,43320
27-3091,42420
27-3099,45200
27-4000,39830
27-4010,40690
27-4011,41250
27-4012,36710
27-4013,44620
27-4014,46480
27-4020,29280
27-4021,29280
27-4030,48250
27-4031,42530
27-4032,54490
27-4090,67640
27-4099,67640
29-0000,61120
29-1000,74370
29-1010,65300
29-1011,65300
29-1020,151300
29-1021,146340
29-1022,#
29-1023,#
29-1024,91260
29-1029,163450
29-1030,55920
29-1031,55920
29-1040,101290
29-1041,101290
29-1050,119280
29-1051,119280
29-1060,#
29-1061,#
29-1062,176530
29-1063,186850
29-1064,#
29-1065,157610
29-1066,178950
29-1067,#
29-1069,#
29-1070,92970
29-1071,92970
29-1080,118210
29-1081,118210
29-1120,71150
29-1122,76940
29-1123,81030
29-1124,79140
29-1125,43180
29-1126,56290
29-1127,70810
29-1128,46020
29-1129,55350
29-1130,86640
29-1131,86640
29-1140,66220
29-1141,66220
29-1150,151090
29-1151,151090
29-1160,92290
29-1161,92290
29-1170,92670
29-1171,92670
29-1180,71170
29-1181,71170
29-1190,72870
29-1199,72870
29-2000,40870
29-2010,48740
29-2011,58430
29-2012,37970
29-2020,71110
29-2021,71110
29-2030,58640
29-2031,53210
29-2032,66410
29-2033,71120
29-2034,55200
29-2035,66050
29-2040,31270
29-2041,31270
29-2050,31660
29-2051,25620
29-2052,29650
29-2053,29880
29-2054,47040
29-2055,42720
29-2056,30500
29-2057,34940
29-2060,41920
29-2061,41920
29-2070,34970
29-2071,34970
29-2080,33770
29-2081,33770
29-2090,42310
29-2091,62970
29-2092,43400
29-2099,40900
29-9000,55740
29-9010,64130
29-9011,67960
29-9012,47380
29-9090,46180
29-9091,42790
29-9092,63590
29-9099,48610
31-0000,26080
31-1000,23330
31-1010,23330
31-1011,21020
31-1013,25120
31-1014,24890
31-1015,24440
31-2000,43260
31-2010,50250
31-2011,55270
31-2012,26350
31-2020,40410
31-2021,53360
31-2022,24310
31-9000,31040
31-9010,35920
31-9011,35920
31-9090,30850
31-9091,34900
31-9092,29610
31-9093,31720
31-9094,34590
31-9095,22580
31-9096,23550
31-9097,30150
31-9099,34150
33-0000,36770
33-1000,64470
33-1010,72520
33-1011,57700
33-1012,79190
33-1020,70040
33-1021,70040
33-1090,45830
33-1099,45830
33-2000,45940
33-2010,45600
33-2011,45600
33-2020,53190
33-2021,55440
33-2022,33610
33-3000,50630
33-3010,39540
33-3011,37080
33-3012,39550
33-3020,76730
33-3021,76730
33-3030,48760
33-3031,48760
33-3040,36190
33-3041,36190
33-3050,56130
33-3051,56130
33-3052,55490
33-9000,24340
33-9010,32020
33-9011,32020
33-9020,46250
33-9021,46250
33-9030,24120
33-9031,29440
33-9032,24070
33-9090,23990
33-9091,23890
33-9092,19040
33-9093,37090
33-9099,30020
35-0000,19020
35-1000,30220
35-1010,30220
35-1011,42490
35-1012,29320
35-2000,20340
35-2010,20790
35-2011,18470
35-2012,23170
35-2013,23240
35-2014,22160
35-2015,19780
35-2019,24080
35-2020,19440
35-2021,19440
35-3000,18530
35-3010,18920
35-3011,18920
35-3020,18370
35-3021,18330
35-3022,18700
35-3030,18590
35-3031,18590
35-3040,19920
35-3041,19920
35-9000,18650
35-9010,18610
35-9011,18610
35-9020,18610
35-9021,18610
35-9030,18640
35-9031,18640
35-9090,20680
35-9099,20680
37-0000,22970
37-1000,38000
37-1010,38000
37-1011,35680
37-1012,42570
37-2000,21840
37-2010,21710
37-2011,22590
37-2012,19780
37-2019,28630
37-2020,30330
37-2021,30330
37-3000,24400
37-3010,24400
37-3011,23940
37-3012,30820
37-3013,32590
37-3019,28120
39-0000,21010
39-1000,36590
39-1010,44410
39-1011,48250
39-1012,31470
39-1020,35300
39-1021,35300
39-2000,20210
39-2010,25320
39-2011,25320
39-2020,19910
39-2021,19910
39-3000,18880
39-3010,18840
39-3011,18480
39-3012,22510
39-3019,24480
39-3020,20230
39-3021,20230
39-3030,18680
39-3031,18680
39-3090,18950
39-3091,18810
39-3092,36650
39-3093,19580
39-3099,24080
39-4000,29450
39-4010,41590
39-4011,41590
39-4020,22530
39-4021,22530
39-4030,47100
39-4031,47100
39-5000,22470
39-5010,23210
39-5011,25010
39-5012,23140
39-5090,20120
39-5091,47210
39-5092,19340
39-5093,18510
39-5094,28940
39-6000,23460
39-6010,23460
39-6011,20330
39-6012,27810
39-7000,24500
39-7010,24500
39-7011,23770
39-7012,33820
39-9000,20790
39-9010,19600
39-9011,19600
39-9020,20100
39-9021,20100
39-9030,24850
39-9031,33020
39-9032,22390
39-9040,24520
39-9041,24520
39-9090,20880
39-9099,20880
41-0000,25160
41-1000,39870
41-1010,39870
41-1011,37200
41-1012,70560
41-2000,19930
41-2010,18970
41-2011,18960
41-2012,23780
41-2020,25230
41-2021,23370
41-2022,29440
41-2030,21140
41-2031,21140
41-3000,51210
41-3010,45830
41-3011,45830
41-3020,48210
41-3021,48210
41-3030,72640
41-3031,72640
41-3040,34530
41-3041,34530
41-3090,51030
41-3099,51030
41-4000,57960
41-4010,57960
41-4011,74520
41-4012,54410
41-9000,29230
41-9010,24220
41-9011,24440
41-9012,19040
41-9020,42620
41-9021,59580
41-9022,39800
41-9030,93900
41-9031,93900
41-9040,22610
41-9041,22610
41-9090,26850
41-9091,20430
41-9099,27270
43-0000,32010
43-1000,50190
43-1010,50190
43-1011,50190
43-2000,26430
43-2010,25900
43-2011,25900
43-2020,32590
43-2021,32590
43-2090,40720
43-2099,40720
43-3000,33300
43-3010,32920
43-3011,32920
43-3020,33820
43-3021,33820
43-3030,35730
43-3031,35730
43-3040,24660
43-3041,24660
43-3050,38670
43-3051,38670
43-3060,38780
43-3061,38780
43-3070,25390
43-3071,25390
43-3090,38240
43-3099,38240
43-4000,30060
43-4010,45450
43-4011,45450
43-4020,34840
43-4021,34840
43-4030,35130
43-4031,35130
43-4040,33560
43-4041,33560
43-4050,30870
43-4051,30870
43-4060,41900
43-4061,41900
43-4070,26810
43-4071,26810
43-4080,20400
43-4081,20400
43-4110,30270
43-4111,30270
43-4120,23660
43-4121,23660
43-4130,36050
43-4131,36050
43-4140,33190
43-4141,33190
43-4150,30110
43-4151,30110
43-4160,37680
43-4161,37680
43-4170,26410
43-4171,26410
43-4180,33990
43-4181,33990
43-4190,36830
43-4199,36830
43-5000,28790
43-5010,40250
43-5011,40250
43-5020,26230
43-5021,26230
43-5030,36640
43-5031,37040
43-5032,36390
43-5040,36410
43-5041,36410
43-5050,53840
43-5051,53840
43-5052,56490
43-5053,53830
43-5060,44630
43-5061,44630
43-5070,29320
43-5071,29320
43-5080,22480
43-5081,22480
43-5110,28370
43-5111,28370
43-6000,35660
43-6010,35660
43-6011,49290
43-6012,42390
43-6013,31890
43-6014,32840
43-9000,29150
43-9010,38870
43-9011,38870
43-9020,30450
43-9021,28470
43-9022,36020
43-9030,37850
43-9031,37850
43-9040,36230
43-9041,36230
43-9050,27450
43-9051,27450
43-9060,28050
43-9061,28050
43-9070,28100
43-9071,28100
43-9080,33130
43-9081,33130
43-9110,41430
43-9111,41430
43-9190,32000
43-9199,32000
45-0000,19380
45-1000,43480
45-1010,43480
45-1011,43480
45-2000,19060
45-2010,42680
45-2011,42680
45-2020,37950
45-2021,37950
45-2040,19220
45-2041,19220
45-2090,18940
45-2091,26170
45-2092,18710
45-2093,22650
45-2099,24390
45-3000,34830
45-3010,35270
45-3011,35270
45-4000,33050
45-4010,25770
45-4011,25770
45-4020,34070
45-4021,34530
45-4022,34080
45-4023,33070
45-4029,34190
47-0000,40670
47-1000,60380
47-1010,60380
47-1011,60380
47-2000,39540
47-2010,57690
47-2011,57690
47-2020,45080
47-2021,46610
47-2022,36480
47-2030,40500
47-2031,40500
47-2040,36570
47-2041,35760
47-2042,35930
47-2043,35240
47-2044,37570
47-2050,36180
47-2051,36130
47-2053,39100
47-2060,30460
47-2061,30460
47-2070,41930
47-2071,37780
47-2072,49730
47-2073,42540
47-2080,37830
47-2081,37210
47-2082,43890
47-2110,50510
47-2111,50510
47-2120,37600
47-2121,37600
47-2130,36450
47-2131,32890
47-2132,40500
47-2140,35370
47-2141,35390
47-2142,33670
47-2150,48480
47-2151,36280
47-2152,50180
47-2160,36680
47-2161,36680
47-2170,51010
47-2171,51010
47-2180,35520
47-2181,35520
47-2210,43890
47-2211,43890
47-2220,46520
47-2221,46520
47-2230,39600
47-2231,39600
47-3000,26990
47-3010,26990
47-3011,28260
47-3012,26090
47-3013,27720
47-3014,24900
47-3015,27430
47-3016,24320
47-3019,26480
47-4000,40340
47-4010,54450
47-4011,54450
47-4020,78640
47-4021,78640
47-4030,31240
47-4031,31240
47-4040,37930
47-4041,37930
47-4050,35870
47-4051,35870
47-4060,46270
47-4061,46270
47-4070,34520
47-4071,34520
47-4090,35200
47-4091,32800
47-4099,35300
47-5000,41270
47-5010,45320
47-5011,47090
47-5012,51570
47-5013,42790
47-5020,42600
47-5021,42600
47-5030,49270
47-5031,49270
47-5040,50410
47-5041,50820
47-5042,49840
47-5049,50130
47-5050,32790
47-5051,32790
47-5060,54780
47-5061,54780
47-5070,34560
47-5071,34560
47-5080,33910
47-5081,33910
47-5090,39570
47-5099,39570
49-0000,41440
49-1000,61220
49-1010,61220
49-1011,61220
49-2000,46930
49-2010,36390
49-2011,36390
49-2020,54180
49-2021,46260
49-2022,54760
49-2090,47610
49-2091,55990
49-2092,38030
49-2093,52830
49-2094,53400
49-2095,69720
49-2096,31230
49-2097,35660
49-2098,42000
49-3000,38740
49-3010,55980
49-3011,55980
49-3020,36990
49-3021,38850
49-3022,32310
49-3023,36710
49-3030,42730
49-3031,42730
49-3040,44830
49-3041,35470
49-3042,46870
49-3043,50600
49-3050,32980
49-3051,36090
49-3052,33590
49-3053,30540
49-3090,24380
49-3091,25420
49-3092,35140
49-3093,23590
49-9000,39210
49-9010,46500
49-9011,36670
49-9012,52980
49-9020,43880
49-9021,43880
49-9030,35150
49-9031,35150
49-9040,46670
49-9041,47910
49-9043,41600
49-9044,50030
49-9045,43220
49-9050,59750
49-9051,64170
49-9052,52630
49-9060,43220
49-9061,37430
49-9062,44180
49-9063,31750
49-9064,35460
49-9069,51310
49-9070,35640
49-9071,35640
49-9080,49490
49-9081,49490
49-9090,31520
49-9091,31530
49-9092,47930
49-9093,25460
49-9094,37950
49-9095,28940
49-9096,42270
49-9097,55640
49-9098,24500
49-9099,36740
51-0000,31250
51-1000,54690
51-1010,54690
51-1011,54690
51-2000,28960
51-2010,47330
51-2011,47330
51-2020,29770
51-2021,31380
51-2022,29130
51-2023,31810
51-2030,37300
51-2031,37300
51-2040,36370
51-2041,36370
51-2090,27730
51-2091,28450
51-2092,28170
51-2093,27130
51-2099,25720
51-3000,24660
51-3010,23160
51-3011,23160
51-3020,24870
51-3021,28360
51-3022,23120
51-3023,24980
51-3090,25840
51-3091,27800
51-3092,26560
51-3093,26750
51-3099,23450
51-4000,35610
51-4010,37170
51-4011,35900
51-4012,46510
51-4020,33580
51-4021,32270
51-4022,33570
51-4023,37030
51-4030,31740
51-4031,29950
51-4032,34270
51-4033,32220
51-4034,35740
51-4035,35790
51-4040,39570
51-4041,39570
51-4050,38560
51-4051,40540
51-4052,33600
51-4060,44320
51-4061,46080
51-4062,41820
51-4070,28630
51-4071,30340
51-4072,28450
51-4080,34330
51-4081,34330
51-4110,47960
51-4111,47960
51-4120,36430
51-4121,36720
51-4122,34410
51-4190,33370
51-4191,34660
51-4192,43040
51-4193,30140
51-4194,34310
51-4199,32510
51-5100,34180
51-5110,34180
51-5111,37440
51-5112,34920
51-5113,29480
51-6000,22190
51-6010,20090
51-6011,20090
51-6020,19860
51-6021,19860
51-6030,21490
51-6031,21490
51-6040,24290
51-6041,25030
51-6042,23120
51-6050,24890
51-6051,23610
51-6052,25590
51-6060,25820
51-6061,24500
51-6062,24960
51-6063,26850
51-6064,25860
51-6090,30200
51-6091,31760
51-6092,40130
51-6093,30750
51-6099,26030
51-7000,28630
51-7010,31110
51-7011,31110
51-7020,28470
51-7021,28470
51-7030,32990
51-7031,30430
51-7032,37210
51-7040,27050
51-7041,26600
51-7042,27300
51-7090,27590
51-7099,27590
51-8000,54510
51-8010,70560
51-8011,78350
51-8012,75080
51-8013,68100
51-8020,54630
51-8021,54630
51-8030,43200
51-8031,43200
51-8090,58630
51-8091,54730
51-8092,63680
51-8093,61930
51-8099,54470
51-9000,29790
51-9010,43700
51-9011,47730
51-9012,38330
51-9020,32420
51-9021,32280
51-9022,27830
51-9023,33960
51-9030,30500
51-9031,25360
51-9032,31810
51-9040,31760
51-9041,31760
51-9050,35450
51-9051,35450
51-9060,34940
51-9061,34940
51-9070,35520
51-9071,35520
51-9080,33290
51-9081,36440
51-9082,35540
51-9083,29030
51-9110,26310
51-9111,26310
51-9120,33150
51-9121,30940
51-9122,39610
51-9123,28370
51-9140,33950
51-9141,33950
51-9150,23840
51-9151,23840
51-9190,25780
51-9191,30530
51-9192,26480
51-9193,27680
51-9194,28510
51-9195,29790
51-9196,34790
51-9197,39710
51-9198,23160
51-9199,27590
53-0000,29100
53-1000,49310
53-1010,44840
53-1011,44840
53-1020,45750
53-1021,45750
53-1030,53420
53-1031,53420
53-2000,68200
53-2010,101350
53-2011,115190
53-2012,74470
53-2020,101880
53-2021,121280
53-2022,49320
53-2030,40520
53-2031,40520
53-3000,33010
53-3010,23610
53-3011,23610
53-3020,29680
53-3021,36700
53-3022,28330
53-3030,34770
53-3031,22720
53-3032,38700
53-3033,29170
53-3040,22840
53-3041,22840
53-3090,27570
53-3099,27570
53-4000,53790
53-4010,51720
53-4011,53310
53-4012,44910
53-4013,42280
53-4020,50840
53-4021,50840
53-4030,56060
53-4031,56060
53-4040,63660
53-4041,63660
53-4090,58550
53-4099,58550
53-5000,51140
53-5010,38960
53-5011,38960
53-5020,65850
53-5021,69920
53-5022,31550
53-5030,69660
53-5031,69660
53-6000,21790
53-6010,46360
53-6011,46360
53-6020,19500
53-6021,19500
53-6030,20470
53-6031,20470
53-6040,39830
53-6041,39830
53-6050,65950
53-6051,65950
53-6060,23450
53-6061,23450
53-6090,32110
53-6099,32110
53-7000,24370
53-7010,30580
53-7011,30580
53-7020,48630
53-7021,48630
53-7030,39660
53-7031,39590
53-7032,38900
53-7033,50640
53-7040,38730
53-7041,38730
53-7050,30730
53-7051,30730
53-7060,22940
53-7061,20230
53-7062,23970
53-7063,28310
53-7064,19970
53-7070,46300
53-7071,54420
53-7072,43270
53-7073,45960
53-7080,32720
53-7081,32720
53-7110,53020
53-7111,53020
53-7120,42280
53-7121,42280
53-7190,34620
53-7199,34620
